original_output, original_output_real, original_output_img, fft_output_real, fft_output_img, inverse_fft_output_real, inverse_fft_output_img, magnitute_output_fft
-7131, -7131.00, 0.00, 1409.23, 8775.16, -7131.00, -0.00, 8887.60, 3808027183163895300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
5292, 5292.00, 0.00, -1694.28, 4807.28, 5292.00, 0.00, 5097.11, -0.00, 0.00, 0.00
14212, 14212.00, 0.00, 1294.84, 3236.32, 14212.00, 0.00, 3485.74, 0.00, 0.00, 0.00
14588, 14588.00, 0.00, -2181.15, -1338.42, 14588.00, 0.00, 2559.06, 0.00, 0.00, 0.00
6722, 6722.00, 0.00, 2229.15, 953.38, 6722.00, 0.00, 2424.47, -5332125077209111100000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-5066, -5066.00, 0.00, -361.63, 9731.92, -5066.00, -0.00, 9738.64, -0.00, 0.00, 0.00
-14139, -14139.00, 0.00, 1719.74, 3895.92, -14139.00, -0.00, 4258.61, 0.00, 0.00, 0.00
-15175, -15175.00, 0.00, -3464.03, 2226.66, -15175.00, -0.00, 4117.95, 0.00, 0.00, 0.00
-7109, -7109.00, 0.00, 1225.45, 1982.03, -7109.00, 0.00, 2330.27, -0.00, 0.00, 0.00
5373, 5373.00, 0.00, 522.70, 1554.42, 5373.00, 0.00, 1639.95, -0.00, 0.00, 0.00
14267, 14267.00, 0.00, 357.09, 2783.40, 14267.00, -0.00, 2806.21, -0.00, 0.00, 0.00
14651, 14651.00, 0.00, 3222.62, -3475.69, 14651.00, -0.00, 4739.80, -7286728296436184300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
6782, 6782.00, 0.00, 3621.14, 3826.18, 6782.00, -0.00, 5268.04, -0.00, 0.00, 0.00
-5010, -5010.00, 0.00, -1904.67, 5844.57, -5010.00, -0.00, 6147.09, -0.00, 0.00, 0.00
-14088, -14088.00, 0.00, 962.14, 7135.49, -14088.00, -0.00, 7200.07, 38905398313766272000000000000000.00, 0.00, 0.00
-15128, -15128.00, 0.00, -4386.63, 4657.66, -15128.00, -0.00, 6398.15, -0.00, 0.00, 0.00
-7062, -7062.00, 0.00, 1895.82, 674.70, -7062.00, -0.00, 2012.30, 0.00, 0.00, 0.00
5361, 5361.00, 0.00, 1906.35, 4353.79, 5361.00, -0.00, 4752.86, -10911324559111819000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
14252, 14252.00, 0.00, 2731.88, 194.61, 14252.00, 0.00, 2738.80, -6555334805668495700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
14643, 14643.00, 0.00, 4208.08, 1812.34, 14643.00, 0.00, 4581.76, 0.00, 0.00, 0.00
6760, 6760.00, 0.00, -1900.41, 924.29, 6760.00, -0.00, 2113.26, -159495133845896430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-5024, -5024.00, 0.00, 2666.27, -62.53, -5024.00, -0.00, 2667.00, 1185753508566752700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-14093, -14093.00, 0.00, 824.15, 4309.79, -14093.00, -0.00, 4387.88, 0.00, 0.00, 0.00
-15175, -15175.00, 0.00, -1147.60, 6683.50, -15175.00, -0.00, 6781.31, 224387846457595480000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-7117, -7117.00, 0.00, 4869.85, 3762.84, -7117.00, 0.00, 6154.22, 0.00, 0.00, 0.00
5349, 5349.00, 0.00, -1942.60, 4486.52, 5349.00, -0.00, 4889.02, -19059320149784732000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
14254, 14254.00, 0.00, -90.44, 2127.51, 14254.00, 0.00, 2129.43, 157641837608966950000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
14635, 14635.00, 0.00, 1092.74, 4075.99, 14635.00, 0.00, 4219.93, -0.00, 0.00, 0.00
6753, 6753.00, 0.00, -2071.65, 5129.88, 6753.00, 0.00, 5532.40, -0.00, 0.00, 0.00
-5033, -5033.00, 0.00, 722.33, 1736.02, -5033.00, 0.00, 1880.30, -0.00, 0.00, 0.00
-14092, -14092.00, 0.00, 3147.56, 5972.89, -14092.00, -0.00, 6751.48, 0.00, 0.00, 0.00
-15154, -15154.00, 0.00, -4597.57, 4915.97, -15154.00, -0.00, 6730.85, 0.00, 0.00, 0.00
-7089, -7089.00, 0.00, -564.83, 3560.66, -7089.00, 0.00, 3605.18, -2591677542432630000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
5363, 5363.00, 0.00, 5566.67, 830.36, 5363.00, 0.00, 5628.26, -0.00, 0.00, 0.00
14245, 14245.00, 0.00, -1723.80, 4096.69, 14245.00, 0.00, 4444.59, -817867046109951450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
